Variable,Unit,Definition
Capacity Additions|Liquids|Oil,GW/yr,"Newly installed capacity of oil refining plants. The installed (available) capacity of oil refineries by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Oil|w/ CCS|1, ..., Capacity|Liquids|Oil|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity Additions|Liquids|Oil|w/ CCS,GW/yr,"Newly installed capacity of oil refining plants with CCS. The installed (available) capacity of oil refineries by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Oil|w/ CCS|1, ..., Capacity|Liquids|Oil|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity Additions|Liquids|Oil|w/o CCS,GW/yr,"Newly installed capacity of oil refining plants without CCS. The installed (available) capacity of oil refineries by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Oil|w/o CCS|1, ..., Capacity|Liquids|Oil|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity Additions|Liquids|Oil|w/o CCS|1,GW/yr,"Newly installed capacity of oil refining plants without CCS. The installed (available) capacity of oil refineries by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Oil|w/o CCS|1, ..., Capacity|Liquids|Oil|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity Additions|Liquids|Oil|w/o CCS|2,GW/yr,"Newly installed capacity of oil refining plants without CCS. The installed (available) capacity of oil refineries by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Oil|w/o CCS|1, ..., Capacity|Liquids|Oil|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity Additions|Liquids|Other,GW/yr,Newly installed capacity of other liquid production plants.
Capacity|Direct Air Capture,tC/yr,Total installed (available) capacity of direct air capture plants.
Capacity|Direct Air Capture|1,tC/yr,Total installed (available) capacity of direct air capture plants 1.
Capacity|Direct Air Capture|2,tC/yr,Total installed (available) capacity of direct air capture plants 2.
Capacity|Electricity,GW,Total installed (available) capacity of all operating power plants
Capacity|Electricity|Biomass,GW,Total installed (available) capacity of operating biomass plants
Capacity|Electricity|Biomass|w/ CCS,GW,"Total installed (available) capacity of biomass power plants with CCS, including plants held in an operating reserve. The installed (available) capacity of CCS biomass power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Biomass|w/ CCS|1, ..., Capacity|Electricity|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity|Electricity|Biomass|w/ CCS|1,GW,"Total installed (available) capacity of biomass power plants with CCS, including plants held in an operating reserve. The installed (available) capacity of CCS biomass power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Biomass|w/ CCS|1, ..., Capacity|Electricity|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity|Electricity|Biomass|w/ CCS|2,GW,
Capacity|Electricity|Biomass|w/ CCS|3,GW,
Capacity|Electricity|Biomass|w/o CCS,GW,"Total installed (available) capacity of biomass power plants without CCS, including plants held in an operating reserve. The installed (available) capacity of biomass power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Biomass|w/o CCS|1, ..., Capacity|Electricity|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity|Electricity|Biomass|w/o CCS|1,GW,"Total installed (available) capacity of biomass power plants without CCS, including plants held in an operating reserve. The installed (available) capacity of biomass power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Biomass|w/o CCS|1, ..., Capacity|Electricity|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity|Electricity|Biomass|w/o CCS|2,GW,"Total installed (available) capacity of biomass power plants without CCS, including plants held in an operating reserve. The installed (available) capacity of biomass power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Biomass|w/o CCS|1, ..., Capacity|Electricity|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity|Electricity|Biomass|w/o CCS|3,GW,
Capacity|Electricity|Coal,GW,Total installed (available) capacity of operating coal plants
Capacity|Electricity|Coal|w/ CCS,GW,"Total installed (available) capacity of coal power plants with CCS, including plants held in an operating reserve. The installed (available) capacity of CCS coal power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Coal|w/ CCS|1, ..., Capacity|Electricity|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity|Electricity|Coal|w/ CCS|1,GW,"Total installed (available) capacity of coal power plants with CCS, including plants held in an operating reserve. The installed (available) capacity of CCS coal power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Coal|w/ CCS|1, ..., Capacity|Electricity|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity|Electricity|Coal|w/ CCS|2,GW,"Total installed (available) capacity of coal power plants with CCS, including plants held in an operating reserve. The installed (available) capacity of CCS coal power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Coal|w/ CCS|1, ..., Capacity|Electricity|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity|Electricity|Coal|w/ CCS|3,GW,
Capacity|Electricity|Coal|w/ CCS|4,GW,
Capacity|Electricity|Coal|w/o CCS,GW,"Total installed (available) capacity of coal power plants without CCS, including plants held in an operating reserve. The installed (available) capacity of coal power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Coal|w/o CCS|1, ..., Capacity|Electricity|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity|Electricity|Coal|w/o CCS|1,GW,"Total installed (available) capacity of coal power plants without CCS, including plants held in an operating reserve. The installed (available) capacity of coal power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Coal|w/o CCS|1, ..., Capacity|Electricity|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity|Electricity|Coal|w/o CCS|2,GW,"Total installed (available) capacity of coal power plants without CCS, including plants held in an operating reserve. The installed (available) capacity of coal power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Coal|w/o CCS|1, ..., Capacity|Electricity|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity|Electricity|Coal|w/o CCS|3,GW,"Total installed (available) capacity of coal power plants without CCS, including plants held in an operating reserve. The installed (available) capacity of coal power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Coal|w/o CCS|1, ..., Capacity|Electricity|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity|Electricity|Coal|w/o CCS|4,GW,"Total installed (available) capacity of coal power plants without CCS, including plants held in an operating reserve. The installed (available) capacity of coal power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Coal|w/o CCS|1, ..., Capacity|Electricity|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
Capacity|Electricity|Coal|w/o CCS|5,GW,
Capacity|Electricity|Gas,GW,Total installed (available) capacity of operating gas plants
Capacity|Electricity|Gas|w/ CCS,GW,"Total installed (available) capacity of gas power plants with CCS, including plants held in an operating reserve. The installed (available) capacity of CCS gas power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Gas|w/ CCS|1, ..., Capacity|Electricity|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). "
